"LOC","STA","STATION","YEAR","IP","SP","IP_NETHRS","YR_NETHRS"
"SISK",11101,"HCME",1992,3,"A",30,240
"SISK",11101,"HCME",1992,4,"A",30,240
"SISK",11101,"HCME",1992,5,"A",30,240
"SISK",11101,"HCME",1992,6,"A",30,240
"SISK",11101,"HCME",1992,7,"A",30,240
"SISK",11101,"HCME",1992,8,"A",30,240
"SISK",11101,"HCME",1992,9,"A",30,240
"SISK",11101,"HCME",1992,10,"A",30,240
"SISK",11101,"HCME",1993,3,"A",30,240
"SISK",11101,"HCME",1993,4,"A",30,240
"SISK",11101,"HCME",1993,5,"A",30,240
"SISK",11101,"HCME",1993,6,"A",30,240
"SISK",11101,"HCME",1993,7,"A",30,240
"SISK",11101,"HCME",1993,8,"A",30,240
"SISK",11101,"HCME",1993,9,"A",30,240
"SISK",11101,"HCME",1993,10,"A",30,240
"SISK",11101,"HCME",1994,3,"A",30,240
"SISK",11101,"HCME",1994,4,"A",30,240
"SISK",11101,"HCME",1994,5,"A",30,240
"SISK",11101,"HCME",1994,6,"A",30,240
"SISK",11101,"HCME",1994,7,"A",30,240
"SISK",11101,"HCME",1994,8,"A",30,240
"SISK",11101,"HCME",1994,9,"A",30,240
"SISK",11101,"HCME",1994,10,"A",30,240
"SISK",11101,"HCME",1995,3,"A",30,240
"SISK",11101,"HCME",1995,4,"A",30,240
"SISK",11101,"HCME",1995,5,"A",30,240
"SISK",11101,"HCME",1995,6,"A",30,240
"SISK",11101,"HCME",1995,7,"A",30,240
"SISK",11101,"HCME",1995,8,"A",30,240
"SISK",11101,"HCME",1995,9,"A",30,240
"SISK",11101,"HCME",1995,10,"A",30,240
"SISK",11101,"HCME",1996,3,"A",30,240
"SISK",11101,"HCME",1996,4,"A",30,240
"SISK",11101,"HCME",1996,5,"A",30,240
"SISK",11101,"HCME",1996,6,"A",30,240
"SISK",11101,"HCME",1996,7,"A",30,240
"SISK",11101,"HCME",1996,8,"A",30,240
"SISK",11101,"HCME",1996,9,"A",30,240
"SISK",11101,"HCME",1996,10,"A",30,240
"SISK",11101,"HCME",1997,3,"A",30,240
"SISK",11101,"HCME",1997,4,"A",30,240
"SISK",11101,"HCME",1997,5,"A",30,240
"SISK",11101,"HCME",1997,6,"A",30,240
"SISK",11101,"HCME",1997,7,"A",30,240
"SISK",11101,"HCME",1997,8,"A",30,240
"SISK",11101,"HCME",1997,9,"A",30,240
"SISK",11101,"HCME",1997,10,"A",30,240
"SISK",11101,"HCME",1998,3,"A",30,240
"SISK",11101,"HCME",1998,4,"A",30,240
"SISK",11101,"HCME",1998,5,"A",30,240
"SISK",11101,"HCME",1998,6,"A",30,240
"SISK",11101,"HCME",1998,7,"A",30,240
"SISK",11101,"HCME",1998,8,"A",30,240
"SISK",11101,"HCME",1998,9,"A",30,240
"SISK",11101,"HCME",1998,10,"A",30,240
"SISK",11101,"HCME",1999,3,"A",30,240
"SISK",11101,"HCME",1999,4,"A",30,240
"SISK",11101,"HCME",1999,5,"A",30,240
"SISK",11101,"HCME",1999,6,"A",30,240
"SISK",11101,"HCME",1999,7,"A",30,240
"SISK",11101,"HCME",1999,8,"A",30,240
"SISK",11101,"HCME",1999,9,"A",30,240
"SISK",11101,"HCME",1999,10,"A",30,240
"SISK",11101,"HCME",2000,3,"A",30,240
"SISK",11101,"HCME",2000,4,"A",30,240
"SISK",11101,"HCME",2000,5,"A",30,240
"SISK",11101,"HCME",2000,6,"A",30,240
"SISK",11101,"HCME",2000,7,"A",30,240
"SISK",11101,"HCME",2000,8,"A",30,240
"SISK",11101,"HCME",2000,9,"A",30,240
"SISK",11101,"HCME",2000,10,"A",30,240
"SISK",11101,"HCME",2001,3,"A",30,240
"SISK",11101,"HCME",2001,4,"A",30,240
"SISK",11101,"HCME",2001,5,"A",30,240
"SISK",11101,"HCME",2001,6,"A",30,240
"SISK",11101,"HCME",2001,7,"A",30,240
"SISK",11101,"HCME",2001,8,"A",30,240
"SISK",11101,"HCME",2001,9,"A",30,240
"SISK",11101,"HCME",2001,10,"A",30,240
"SISK",11101,"HCME",2002,3,"A",30,240
"SISK",11101,"HCME",2002,4,"A",30,240
"SISK",11101,"HCME",2002,5,"A",30,240
"SISK",11101,"HCME",2002,6,"A",30,240
"SISK",11101,"HCME",2002,7,"A",30,240
"SISK",11101,"HCME",2002,8,"A",30,240
"SISK",11101,"HCME",2002,9,"A",30,240
"SISK",11101,"HCME",2002,10,"A",30,240
"SISK",11101,"HCME",2003,3,"A",30,120
"SISK",11101,"HCME",2003,4,"A",30,120
"SISK",11101,"HCME",2003,5,"A",30,120
"SISK",11101,"HCME",2003,6,"A",30,120
"SISK",11101,"HCME",2004,3,"A",30,239
"SISK",11101,"HCME",2004,4,"A",30,239
"SISK",11101,"HCME",2004,5,"A",30,239
"SISK",11101,"HCME",2004,6,"A",30,239
"SISK",11101,"HCME",2004,7,"A",30,239
"SISK",11101,"HCME",2004,8,"A",30,239
"SISK",11101,"HCME",2004,9,"A",30,239
"SISK",11101,"HCME",2004,10,"A",29,239
"SISK",11101,"HCME",2005,4,"A",18.3333333333333,168.166666666667
"SISK",11101,"HCME",2005,5,"A",25,168.166666666667
"SISK",11101,"HCME",2005,6,"A",25,168.166666666667
"SISK",11101,"HCME",2005,7,"A",25,168.166666666667
"SISK",11101,"HCME",2005,8,"A",25,168.166666666667
"SISK",11101,"HCME",2005,9,"A",24.8333333333333,168.166666666667
"SISK",11101,"HCME",2005,10,"A",25,168.166666666667
"SISK",11101,"HCME",2006,3,"A",20.8333333333333,191.666666666667
"SISK",11101,"HCME",2006,4,"A",25,191.666666666667
"SISK",11101,"HCME",2006,5,"A",21.6666666666667,191.666666666667
"SISK",11101,"HCME",2006,6,"A",24.1666666666667,191.666666666667
"SISK",11101,"HCME",2006,7,"A",25,191.666666666667
"SISK",11101,"HCME",2006,8,"A",25,191.666666666667
"SISK",11101,"HCME",2006,9,"A",25,191.666666666667
"SISK",11101,"HCME",2006,10,"A",25,191.666666666667
"SISK",11101,"HCME",2007,3,"A",25,200
"SISK",11101,"HCME",2007,4,"A",25,200
"SISK",11101,"HCME",2007,5,"A",25,200
"SISK",11101,"HCME",2007,6,"A",25,200
"SISK",11101,"HCME",2007,7,"A",25,200
"SISK",11101,"HCME",2007,8,"A",25,200
"SISK",11101,"HCME",2007,9,"A",25,200
"SISK",11101,"HCME",2007,10,"A",25,200
"SISK",11101,"HCME",2008,3,"A",25.8333333333333,190.833333333333
"SISK",11101,"HCME",2008,4,"A",15,190.833333333333
"SISK",11101,"HCME",2008,5,"A",25,190.833333333333
"SISK",11101,"HCME",2008,6,"A",25,190.833333333333
"SISK",11101,"HCME",2008,7,"A",25,190.833333333333
"SISK",11101,"HCME",2008,8,"A",25,190.833333333333
"SISK",11101,"HCME",2008,9,"A",25,190.833333333333
"SISK",11101,"HCME",2008,10,"A",25,190.833333333333
"SISK",11101,"HCME",2009,3,"A",25,200
"SISK",11101,"HCME",2009,4,"A",25,200
"SISK",11101,"HCME",2009,5,"A",25,200
"SISK",11101,"HCME",2009,6,"A",25,200
"SISK",11101,"HCME",2009,7,"A",25,200
"SISK",11101,"HCME",2009,8,"A",25,200
"SISK",11101,"HCME",2009,9,"A",25,200
"SISK",11101,"HCME",2009,10,"A",25,200
"SISK",11101,"HCME",2010,3,"A",25,190
"SISK",11101,"HCME",2010,4,"A",15,190
"SISK",11101,"HCME",2010,5,"A",25,190
"SISK",11101,"HCME",2010,6,"A",25,190
"SISK",11101,"HCME",2010,7,"A",25,190
"SISK",11101,"HCME",2010,8,"A",25,190
"SISK",11101,"HCME",2010,9,"A",25,190
"SISK",11101,"HCME",2010,10,"A",25,190
"ARCA",11106,"HOME",1992,1,"A",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,1,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,2,"A",90.4166666666667,1761.66666666667
"ARCA",11106,"HOME",1992,2,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,3,"A",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,3,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,4,"A",90.4166666666667,1761.66666666667
"ARCA",11106,"HOME",1992,4,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,5,"A",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,5,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,6,"A",90.4166666666667,1761.66666666667
"ARCA",11106,"HOME",1992,6,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,7,"A",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,7,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,8,"A",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,8,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,9,"A",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,9,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1992,10,"A",90.4166666666667,1761.66666666667
"ARCA",11106,"HOME",1992,10,"B",87.5,1761.66666666667
"ARCA",11106,"HOME",1993,1,"A",90.4166666666667,1677.08333333333
"ARCA",11106,"HOME",1993,1,"B",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,2,"A",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,2,"B",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,3,"A",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,3,"B",17.5,1677.08333333333
"ARCA",11106,"HOME",1993,4,"A",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,4,"B",78.75,1677.08333333333
"ARCA",11106,"HOME",1993,5,"A",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,5,"B",90.4166666666667,1677.08333333333
"ARCA",11106,"HOME",1993,6,"A",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,6,"B",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,7,"A",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,7,"B",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,8,"A",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,8,"B",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,9,"A",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,9,"B",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,10,"A",87.5,1677.08333333333
"ARCA",11106,"HOME",1993,10,"B",87.5,1677.08333333333
"ARCA",11106,"HOME",1994,1,"A",87.5,1575
"ARCA",11106,"HOME",1994,2,"A",87.5,1575
"ARCA",11106,"HOME",1994,2,"B",87.5,1575
"ARCA",11106,"HOME",1994,3,"A",87.5,1575
"ARCA",11106,"HOME",1994,3,"B",87.5,1575
"ARCA",11106,"HOME",1994,4,"A",87.5,1575
"ARCA",11106,"HOME",1994,4,"B",87.5,1575
"ARCA",11106,"HOME",1994,5,"A",87.5,1575
"ARCA",11106,"HOME",1994,5,"B",87.5,1575
"ARCA",11106,"HOME",1994,6,"A",87.5,1575
"ARCA",11106,"HOME",1994,6,"B",87.5,1575
"ARCA",11106,"HOME",1994,7,"A",87.5,1575
"ARCA",11106,"HOME",1994,7,"B",87.5,1575
"ARCA",11106,"HOME",1994,8,"A",87.5,1575
"ARCA",11106,"HOME",1994,8,"B",87.5,1575
"ARCA",11106,"HOME",1994,9,"A",87.5,1575
"ARCA",11106,"HOME",1994,10,"A",87.5,1575
"ARCA",11106,"HOME",1994,10,"B",87.5,1575
"ARCA",11106,"HOME",1995,1,"A",87.5,1750
"ARCA",11106,"HOME",1995,1,"B",87.5,1750
"ARCA",11106,"HOME",1995,2,"A",87.5,1750
"ARCA",11106,"HOME",1995,2,"B",87.5,1750
"ARCA",11106,"HOME",1995,3,"A",87.5,1750
"ARCA",11106,"HOME",1995,3,"B",87.5,1750
"ARCA",11106,"HOME",1995,4,"A",87.5,1750
"ARCA",11106,"HOME",1995,4,"B",87.5,1750
"ARCA",11106,"HOME",1995,5,"A",87.5,1750
"ARCA",11106,"HOME",1995,5,"B",87.5,1750
"ARCA",11106,"HOME",1995,6,"A",87.5,1750
"ARCA",11106,"HOME",1995,6,"B",87.5,1750
"ARCA",11106,"HOME",1995,7,"A",87.5,1750
"ARCA",11106,"HOME",1995,7,"B",87.5,1750
"ARCA",11106,"HOME",1995,8,"A",87.5,1750
"ARCA",11106,"HOME",1995,8,"B",87.5,1750
"ARCA",11106,"HOME",1995,9,"A",87.5,1750
"ARCA",11106,"HOME",1995,9,"B",87.5,1750
"ARCA",11106,"HOME",1995,10,"A",87.5,1750
"ARCA",11106,"HOME",1995,10,"B",87.5,1750
"ARCA",11106,"HOME",1996,1,"A",70,1557.5
"ARCA",11106,"HOME",1996,1,"B",87.5,1557.5
"ARCA",11106,"HOME",1996,2,"A",87.5,1557.5
"ARCA",11106,"HOME",1996,2,"B",87.5,1557.5
"ARCA",11106,"HOME",1996,3,"A",87.5,1557.5
"ARCA",11106,"HOME",1996,3,"B",87.5,1557.5
"ARCA",11106,"HOME",1996,4,"A",87.5,1557.5
"ARCA",11106,"HOME",1996,4,"B",87.5,1557.5
"ARCA",11106,"HOME",1996,5,"A",87.5,1557.5
"ARCA",11106,"HOME",1996,5,"B",87.5,1557.5
"ARCA",11106,"HOME",1996,6,"A",87.5,1557.5
"ARCA",11106,"HOME",1996,6,"B",87.5,1557.5
"ARCA",11106,"HOME",1996,7,"A",87.5,1557.5
"ARCA",11106,"HOME",1996,8,"A",87.5,1557.5
"ARCA",11106,"HOME",1996,9,"A",87.5,1557.5
"ARCA",11106,"HOME",1996,9,"B",87.5,1557.5
"ARCA",11106,"HOME",1996,10,"A",87.5,1557.5
"ARCA",11106,"HOME",1996,10,"B",87.5,1557.5
"ARCA",11106,"HOME",1997,1,"A",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,1,"B",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,2,"A",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,2,"B",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,3,"A",90.4166666666667,1750.91666666667
"ARCA",11106,"HOME",1997,3,"B",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,4,"A",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,4,"B",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,5,"A",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,5,"B",85.5,1750.91666666667
"ARCA",11106,"HOME",1997,6,"A",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,6,"B",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,7,"A",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,7,"B",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,8,"A",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,8,"B",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,9,"A",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,9,"B",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,10,"A",87.5,1750.91666666667
"ARCA",11106,"HOME",1997,10,"B",87.5,1750.91666666667
"ARCA",11106,"HOME",1998,1,"A",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,1,"B",64.1666666666667,1289.16666666667
"ARCA",11106,"HOME",1998,2,"A",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,2,"B",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,3,"A",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,4,"A",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,5,"A",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,5,"B",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,6,"A",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,7,"A",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,7,"B",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,8,"A",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,9,"A",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,9,"B",87.5,1289.16666666667
"ARCA",11106,"HOME",1998,10,"B",87.5,1289.16666666667
"ARCA",11106,"HOME",1999,1,"A",46.6666666666667,1770.33333333333
"ARCA",11106,"HOME",1999,1,"B",93.3333333333333,1770.33333333333
"ARCA",11106,"HOME",1999,2,"A",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,2,"B",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,3,"A",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,3,"B",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,4,"A",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,4,"B",90.4166666666667,1770.33333333333
"ARCA",11106,"HOME",1999,5,"A",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,5,"B",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,6,"A",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,6,"B",110.833333333333,1770.33333333333
"ARCA",11106,"HOME",1999,7,"A",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,7,"B",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,7,"C",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,8,"A",52.5,1770.33333333333
"ARCA",11106,"HOME",1999,8,"B",84.5,1770.33333333333
"ARCA",11106,"HOME",1999,9,"A",90.4166666666667,1770.33333333333
"ARCA",11106,"HOME",1999,9,"B",64.1666666666667,1770.33333333333
"ARCA",11106,"HOME",1999,10,"A",87.5,1770.33333333333
"ARCA",11106,"HOME",1999,10,"B",87.5,1770.33333333333
"ARCA",11106,"HOME",2000,1,"A",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,1,"B",82.5,1667.33333333333
"ARCA",11106,"HOME",2000,2,"A",104.833333333333,1667.33333333333
"ARCA",11106,"HOME",2000,2,"B",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,3,"A",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,4,"A",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,4,"B",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,5,"A",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,5,"B",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,6,"A",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,7,"A",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,7,"B",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,8,"A",95.5833333333333,1667.33333333333
"ARCA",11106,"HOME",2000,8,"B",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,9,"A",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,9,"B",92.5,1667.33333333333
"ARCA",11106,"HOME",2000,10,"A",89.4166666666667,1667.33333333333
"ARCA",11106,"HOME",2000,10,"B",92.5,1667.33333333333
"ARCA",11106,"HOME",2001,1,"A",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,1,"B",52.5,1429.33333333333
"ARCA",11106,"HOME",2001,2,"A",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,2,"B",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,3,"A",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,3,"B",90.4166666666667,1429.33333333333
"ARCA",11106,"HOME",2001,4,"A",90.4166666666667,1429.33333333333
"ARCA",11106,"HOME",2001,4,"B",61.4166666666667,1429.33333333333
"ARCA",11106,"HOME",2001,5,"A",84.5833333333333,1429.33333333333
"ARCA",11106,"HOME",2001,5,"B",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,6,"A",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,6,"B",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,7,"A",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,8,"A",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,8,"B",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,9,"A",87.5,1429.33333333333
"ARCA",11106,"HOME",2001,10,"A",87.5,1429.33333333333
"ARCA",11106,"HOME",2002,1,"A",65,1505
"ARCA",11106,"HOME",2002,1,"B",40,1505
"ARCA",11106,"HOME",2002,2,"A",90.4166666666667,1505
"ARCA",11106,"HOME",2002,2,"B",87.5,1505
"ARCA",11106,"HOME",2002,3,"A",93.3333333333333,1505
"ARCA",11106,"HOME",2002,3,"B",87.5,1505
"ARCA",11106,"HOME",2002,4,"A",87.5,1505
"ARCA",11106,"HOME",2002,4,"B",87.5,1505
"ARCA",11106,"HOME",2002,5,"A",58.3333333333333,1505
"ARCA",11106,"HOME",2002,5,"B",75.8333333333333,1505
"ARCA",11106,"HOME",2002,6,"A",87.5,1505
"ARCA",11106,"HOME",2002,6,"B",14.5833333333333,1505
"ARCA",11106,"HOME",2002,7,"A",70,1505
"ARCA",11106,"HOME",2002,7,"B",52.5,1505
"ARCA",11106,"HOME",2002,8,"A",87.5,1505
"ARCA",11106,"HOME",2002,8,"B",87.5,1505
"ARCA",11106,"HOME",2002,9,"A",87.5,1505
"ARCA",11106,"HOME",2002,9,"B",78.75,1505
"ARCA",11106,"HOME",2002,10,"A",84.5833333333333,1505
"ARCA",11106,"HOME",2002,10,"B",81.6666666666667,1505
"ARCA",11106,"HOME",2003,1,"A",52.5,814.083333333333
"ARCA",11106,"HOME",2003,1,"B",90.4166666666667,814.083333333333
"ARCA",11106,"HOME",2003,2,"A",87.5,814.083333333333
"ARCA",11106,"HOME",2003,2,"B",87.5,814.083333333333
"ARCA",11106,"HOME",2003,3,"A",90.4166666666667,814.083333333333
"ARCA",11106,"HOME",2003,4,"A",70,814.083333333333
"ARCA",11106,"HOME",2003,5,"A",90.4166666666667,814.083333333333
"ARCA",11106,"HOME",2003,6,"A",71.4166666666667,814.083333333333
"ARCA",11106,"HOME",2003,7,"A",83.5,814.083333333333
"ARCA",11106,"HOME",2003,8,"A",90.4166666666667,814.083333333333
"ARCA",11106,"HOME",2004,1,"A",90.4166666666667,788.75
"ARCA",11106,"HOME",2004,1,"B",87.5,788.75
"ARCA",11106,"HOME",2004,2,"A",61.25,788.75
"ARCA",11106,"HOME",2004,2,"B",87.5,788.75
"ARCA",11106,"HOME",2004,3,"A",67.5,788.75
"ARCA",11106,"HOME",2004,5,"A",72.9166666666667,788.75
"ARCA",11106,"HOME",2004,6,"A",52.5,788.75
"ARCA",11106,"HOME",2004,7,"A",67.5,788.75
"ARCA",11106,"HOME",2004,8,"A",64,788.75
"ARCA",11106,"HOME",2004,9,"A",87.5,788.75
"ARCA",11106,"HOME",2004,10,"A",50.1666666666667,788.75
"ARCA",11106,"HOME",2005,1,"A",94.25,1053
"ARCA",11106,"HOME",2005,1,"B",97.5,1053
"ARCA",11106,"HOME",2005,2,"A",97.5,1053
"ARCA",11106,"HOME",2005,3,"A",97.5,1053
"ARCA",11106,"HOME",2005,4,"A",100.75,1053
"ARCA",11106,"HOME",2005,5,"A",81.25,1053
"ARCA",11106,"HOME",2005,6,"A",110.5,1053
"ARCA",11106,"HOME",2005,7,"A",78,1053
"ARCA",11106,"HOME",2005,8,"A",100.75,1053
"ARCA",11106,"HOME",2005,9,"A",97.5,1053
"ARCA",11106,"HOME",2005,10,"A",97.5,1053
"ARCA",11106,"HOME",2006,1,"A",87.75,1511.25
"ARCA",11106,"HOME",2006,1,"B",117,1511.25
"ARCA",11106,"HOME",2006,2,"A",65,1511.25
"ARCA",11106,"HOME",2006,2,"B",19,1511.25
"ARCA",11106,"HOME",2006,3,"A",97.5,1511.25
"ARCA",11106,"HOME",2006,3,"B",97.5,1511.25
"ARCA",11106,"HOME",2006,4,"A",97.5,1511.25
"ARCA",11106,"HOME",2006,4,"B",104,1511.25
"ARCA",11106,"HOME",2006,5,"A",97.5,1511.25
"ARCA",11106,"HOME",2006,6,"A",100.75,1511.25
"ARCA",11106,"HOME",2006,6,"B",42.25,1511.25
"ARCA",11106,"HOME",2006,7,"A",97.5,1511.25
"ARCA",11106,"HOME",2006,7,"B",97.5,1511.25
"ARCA",11106,"HOME",2006,8,"A",100.75,1511.25
"ARCA",11106,"HOME",2006,9,"A",100.75,1511.25
"ARCA",11106,"HOME",2006,10,"A",97.5,1511.25
"ARCA",11106,"HOME",2006,10,"B",91.5,1511.25
"ARCA",11106,"HOME",2007,1,"A",87.5,1370.66666666667
"ARCA",11106,"HOME",2007,1,"B",87.5,1370.66666666667
"ARCA",11106,"HOME",2007,2,"A",70,1370.66666666667
"ARCA",11106,"HOME",2007,3,"A",87.5,1370.66666666667
"ARCA",11106,"HOME",2007,3,"B",99.1666666666667,1370.66666666667
"ARCA",11106,"HOME",2007,4,"A",90.4166666666667,1370.66666666667
"ARCA",11106,"HOME",2007,4,"B",87.5,1370.66666666667
"ARCA",11106,"HOME",2007,5,"A",87.5,1370.66666666667
"ARCA",11106,"HOME",2007,6,"A",72.5,1370.66666666667
"ARCA",11106,"HOME",2007,7,"A",72.5,1370.66666666667
"ARCA",11106,"HOME",2007,8,"A",77.5,1370.66666666667
"ARCA",11106,"HOME",2007,9,"A",87.5,1370.66666666667
"ARCA",11106,"HOME",2007,10,"A",104,1370.66666666667
"ARCA",11106,"HOME",2007,10,"B",87.5,1370.66666666667
"ARCA",11106,"HOME",2007,10,"C",87.5,1370.66666666667
"ARCA",11106,"HOME",2007,10,"D",84.5833333333333,1370.66666666667
"ARCA",11106,"HOME",2008,1,"A",93.3333333333333,1660.41666666667
"ARCA",11106,"HOME",2008,1,"B",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,2,"A",84.5833333333333,1660.41666666667
"ARCA",11106,"HOME",2008,2,"B",96.25,1660.41666666667
"ARCA",11106,"HOME",2008,3,"A",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,3,"B",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,4,"A",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,4,"B",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,5,"A",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,5,"B",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,6,"A",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,6,"B",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,7,"A",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,7,"B",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,8,"A",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,9,"A",70.8333333333333,1660.41666666667
"ARCA",11106,"HOME",2008,9,"B",90.4166666666667,1660.41666666667
"ARCA",11106,"HOME",2008,10,"A",87.5,1660.41666666667
"ARCA",11106,"HOME",2008,10,"B",87.5,1660.41666666667
"YOSE",11107,"HODG",1992,3,"A",59,1609
"YOSE",11107,"HODG",1992,3,"B",60,1609
"YOSE",11107,"HODG",1992,3,"C",60,1609
"YOSE",11107,"HODG",1992,4,"A",60,1609
"YOSE",11107,"HODG",1992,4,"B",66,1609
"YOSE",11107,"HODG",1992,4,"C",62,1609
"YOSE",11107,"HODG",1992,5,"A",60,1609
"YOSE",11107,"HODG",1992,5,"B",66,1609
"YOSE",11107,"HODG",1992,5,"C",46,1609
"YOSE",11107,"HODG",1992,6,"A",66,1609
"YOSE",11107,"HODG",1992,6,"B",66,1609
"YOSE",11107,"HODG",1992,6,"C",68,1609
"YOSE",11107,"HODG",1992,7,"A",72,1609
"YOSE",11107,"HODG",1992,7,"B",72,1609
"YOSE",11107,"HODG",1992,7,"C",72,1609
"YOSE",11107,"HODG",1992,8,"A",72,1609
"YOSE",11107,"HODG",1992,8,"B",84,1609
"YOSE",11107,"HODG",1992,8,"C",78,1609
"YOSE",11107,"HODG",1992,9,"A",72,1609
"YOSE",11107,"HODG",1992,9,"B",72,1609
"YOSE",11107,"HODG",1992,9,"C",72,1609
"YOSE",11107,"HODG",1992,10,"A",72,1609
