phylo,sex,family,order_,nimages,black_36_34_31,blue.dark_58_81_126,blue.light_118_156_200,brown.dark_108_89_54,brown.light_171_148_95,green.dark_56_98_48,green.light_138_172_81,grey.dark_90_85_80,grey.light_153_150_143,purple.dark_86_61_123,purple.light_192_139_179,red.dark_161_51_37,red.light_225_113_80,rufous.dark_131_71_46,rufous.light_200_128_80,white_229_228_223,yellow_229_211_134,blue_79_107_151,green_121_157_74,purple_98_70_129,red_177_67_48,rufous_164_98_62,blue.ex_79_104_150,brown.dark.res_108_89_54,brown.light.res_171_148_97,green.ex_129_157_71,purple.res_131_59_135,red.ex_175_67_50,rufous.res_164_98_62,yellow.ex_229_211_134,brown.dark.alt_111_92_56,green.sat_165_186_57,green.unsat_109_149_79,yellow.sat_237_215_81,yellow.unsat_225_209_156,sex.sel.m,sex.sel.f,territoriality,cooperative,Annual.Mean.Temperature,Annual.Precipitation,fruit.nectar.diet,Nocturnal,migration_strategy_class,developmental_mode,log10BodyMass.Value,nest.safety,openness,ForStrat.high
Abeillia_abeillei,female,trochilidae,apodiformes,1,0.166561387,5.05E-05,0,0.114637289,0.129241731,0.005659853,0.135381661,0.268287136,0.085706345,5.05E-05,2.53E-05,0,0,0,0.000227405,0.08168886,0.012481997,5.05E-05,0.141041514,7.58E-05,0,0.000227405,7.58E-05,0.114612022,0.128559517,0.141748996,0,5.05E-05,0.000227405,0.012481997,0.102786972,0.049624782,0.091416732,0.000303206,0.012178791,5,0,0,0,203.8395081,1809.664795,1,0,1,1,0.431363764,2,1,-50
Abeillia_abeillei,male,trochilidae,apodiformes,1,0.261376509,3.91E-05,3.91E-05,0.119038319,0.07497754,0.022499121,0.222823327,0.225655248,0.041463224,5.86E-05,0,0,0,9.77E-05,0,0.021796024,0.010136323,7.81E-05,0.245322448,5.86E-05,0,9.77E-05,0.000117183,0.118999258,0.074411156,0.245927893,0,1.95E-05,9.77E-05,0.010136323,0.098863326,0.087262216,0.158060232,0.000664037,0.009472286,5,0,0,0,203.8395081,1809.664795,1,0,1,1,0.431363764,2,1,-50
Abroscopus_albogularis,female,sylviidae,passeriformes,2,0.08598173,9.34E-05,3.02E-05,0.095817515,0.276386572,1.91E-05,0.010095251,0.159810702,0.07755312,1.10E-05,0,0,0,0.00732326,0.005861597,0.204646602,0.076369884,0.000123597,0.010114391,1.10E-05,0,0.013184857,0.000134626,0.095788804,0.27244178,0.014087895,0,0,0.013184857,0.076369884,0.091925032,0.006260766,0.003853625,0.041097042,0.035272843,0,0,1,0,188.8044586,1659.26709,0,0,1,1,0.684845362,4,1.5,-50
Abroscopus_albogularis,male,sylviidae,passeriformes,2,0.08598173,9.34E-05,3.02E-05,0.095817515,0.276386572,1.91E-05,0.010095251,0.159810702,0.07755312,1.10E-05,0,0,0,0.00732326,0.005861597,0.204646602,0.076369884,0.000123597,0.010114391,1.10E-05,0,0.013184857,0.000134626,0.095788804,0.27244178,0.014087895,0,0,0.013184857,0.076369884,0.091925032,0.006260766,0.003853625,0.041097042,0.035272843,0,0,1,0,188.8044586,1659.26709,0,0,1,1,0.684845362,4,1.5,-50
Abroscopus_schisticeps,female,sylviidae,passeriformes,2,0.099667051,0.000172758,2.91E-05,0.097485846,0.182976022,7.82E-05,0.017501515,0.183296633,0.132050804,1.99E-05,0,0,0,9.24E-06,0,0.175154772,0.111558091,0.000201908,0.017579723,1.99E-05,0,9.24E-06,0.000211862,0.097458123,0.177200122,0.023383346,0,9.95E-06,9.24E-06,0.111558091,0.093742106,0.010023647,0.007556076,0.077716846,0.033841245,0,0,1,0,126.849678,1617.574219,0,0,1,1,0.672097858,3,1,100
Abroscopus_schisticeps,male,sylviidae,passeriformes,2,0.099667051,0.000172758,2.91E-05,0.097485846,0.182976022,7.82E-05,0.017501515,0.183296633,0.132050804,1.99E-05,0,0,0,9.24E-06,0,0.175154772,0.111558091,0.000201908,0.017579723,1.99E-05,0,9.24E-06,0.000211862,0.097458123,0.177200122,0.023383346,0,9.95E-06,9.24E-06,0.111558091,0.093742106,0.010023647,0.007556076,0.077716846,0.033841245,0,0,1,0,126.849678,1617.574219,0,0,1,1,0.672097858,3,1,100
Abroscopus_superciliaris,female,sylviidae,passeriformes,3,0.052512058,3.56E-05,0,0.110861022,0.15667875,0,0.009541989,0.146426977,0.124061386,0,0,0,0,0,3.87E-05,0.156302072,0.243541527,3.56E-05,0.009541989,0,0,3.87E-05,3.56E-05,0.110861022,0.139522506,0.026698232,0,0,3.87E-05,0.243541527,0.107953268,0.008330157,0.001211832,0.202888812,0.040652715,0,0,1,0,241.4930267,2423.14502,0,0,1,1,0.811575006,4,1,-20
Abroscopus_superciliaris,male,sylviidae,passeriformes,3,0.052512058,3.56E-05,0,0.110861022,0.15667875,0,0.009541989,0.146426977,0.124061386,0,0,0,0,0,3.87E-05,0.156302072,0.243541527,3.56E-05,0.009541989,0,0,3.87E-05,3.56E-05,0.110861022,0.139522506,0.026698232,0,0,3.87E-05,0.243541527,0.107953268,0.008330157,0.001211832,0.202888812,0.040652715,0,0,1,0,241.4930267,2423.14502,0,0,1,1,0.811575006,4,1,-20
Aburria_aburri,female,cracidae,galliformes,1,0.668074238,0.0008173,0.001634599,0.002111357,0.019717351,3.41E-05,3.41E-05,0.250332028,0.017912481,0,0,0.000442704,0.000136217,0.001498382,0.00378001,0.019717351,0.013757875,0.002451899,6.81E-05,0,0.00057892,0.005278393,0.002451899,0.002111357,0.019513026,0.000272433,0,0.00057892,0.005278393,0.013757875,0.001600545,0,6.81083E-05,0.000647029,0.013110846,0,0,1,0,172.6957703,2003.385986,1,0,1,0,3.147701052,2,1,50
Aburria_aburri,male,cracidae,galliformes,1,0.668074238,0.0008173,0.001634599,0.002111357,0.019717351,3.41E-05,3.41E-05,0.250332028,0.017912481,0,0,0.000442704,0.000136217,0.001498382,0.00378001,0.019717351,0.013757875,0.002451899,6.81E-05,0,0.00057892,0.005278393,0.002451899,0.002111357,0.019513026,0.000272433,0,0.00057892,0.005278393,0.013757875,0.001600545,0,6.81083E-05,0.000647029,0.013110846,0,0,1,0,172.6957703,2003.385986,1,0,1,0,3.147701052,2,1,50
Acanthagenys_rufogularis,female,meliphagidae,passeriformes,1,0.157740444,0,0,0.002217462,0.018077949,0,0,0.188221145,0.254857744,0.00018792,0.001315443,0.001428196,0.003157064,0.000563761,0.002856391,0.326680949,0.042695531,0,0,0.001503364,0.00458526,0.003420153,0,0.002217462,0.018077949,0,0,0.006088623,0.003420153,0.042695531,0.001804037,0,0,0,0.042695531,0,0,2,0,216.8433838,354.635498,0,0,1,1,1.679427897,2,2.25,20
Acanthagenys_rufogularis,male,meliphagidae,passeriformes,1,0.157740444,0,0,0.002217462,0.018077949,0,0,0.188221145,0.254857744,0.00018792,0.001315443,0.001428196,0.003157064,0.000563761,0.002856391,0.326680949,0.042695531,0,0,0.001503364,0.00458526,0.003420153,0,0.002217462,0.018077949,0,0,0.006088623,0.003420153,0.042695531,0.001804037,0,0,0,0.042695531,0,0,2,0,216.8433838,354.635498,0,0,1,1,1.679427897,2,2.25,20
Acanthidops_bairdii,female,emberizidae,passeriformes,1,0.067604151,0,0,0.057602647,0.220935479,0,0,0.287963102,0.276608011,0,0,0,0,0,0,0.076928861,0.012357748,0,0,0,0,0,0,0.057602647,0.220935479,0,0,0,0,0.012357748,0.051636838,0,0,0,0.012357748,0,0,1,0,217.4533234,3201.582275,0,0,1,1,1.204119983,2,1,-75
Acanthidops_bairdii,male,emberizidae,passeriformes,1,0.09351673,0,0,0.000208801,0.000887404,0,0,0.453306885,0.347601399,0,0,0,0,0.0001044,0,0.103330375,0.001044005,0,0,0,0,0.0001044,0,0.000208801,0.000887404,0,0,0,0.0001044,0.001044005,0.000156601,0,0,0,0.001044005,0,0,1,0,217.4533234,3201.582275,0,0,1,1,1.204119983,2,1,-75
Acanthisitta_chloris,female,acanthisittidae,passeriformes,1,0.266762685,0,1.74E-05,0.072378011,0.056205317,0,0.001579093,0.138630527,0.079770251,1.74E-05,0,0,0,0,0,0.320000694,0.064638717,1.74E-05,0.001579093,1.74E-05,0,0,3.47E-05,0.072378011,0.055650031,0.002134379,0,0,0,0.064638717,0.067415145,0.000138821,0.001440272,0.000277643,0.064361074,0,0,1,1,88.60735321,1775.915527,0,0,1,1,0.839478047,4,1.5,-40
Acanthisitta_chloris,male,acanthisittidae,passeriformes,1,0.226676918,5.63E-05,1.88E-05,0.079040636,0.082566055,0.016183172,0.086560279,0.1309468,0.070752152,0,0,0,0,0,0,0.244510286,0.062688694,7.50E-05,0.102743451,0,0,0,7.50E-05,0.079040636,0.08134716,0.103962346,0,0,0,0.062688694,0.076490333,0.011776398,0.090967052,0.000487558,0.062201136,0,0,1,1,88.60735321,1775.915527,0,0,1,1,0.839478047,4,1.5,-40
Acanthiza_chrysorrhoa,female,acanthizidae,passeriformes,1,0.080370556,0,0,0.001201803,0.009514271,0.00010015,0.000250376,0.091687531,0.264747121,0,0,0,0,0,0,0.418077116,0.134051077,0,0.000350526,0,0,0,0,0.001201803,0.008437656,0.001427141,0,0,0,0.134051077,0.001151728,0.000175263,0.000175263,0.026464697,0.10758638,0,0,2,1,202.0081787,393.313385,0,0,1,1,0.968015714,3,1.666666667,-90
Acanthiza_chrysorrhoa,male,acanthizidae,passeriformes,1,0.080370556,0,0,0.001201803,0.009514271,0.00010015,0.000250376,0.091687531,0.264747121,0,0,0,0,0,0,0.418077116,0.134051077,0,0.000350526,0,0,0,0,0.001201803,0.008437656,0.001427141,0,0,0,0.134051077,0.001151728,0.000175263,0.000175263,0.026464697,0.10758638,0,0,2,1,202.0081787,393.313385,0,0,1,1,0.968015714,3,1.666666667,-90
Acanthiza_ewingii,female,acanthizidae,passeriformes,1,0.031748935,0,0,0.036321827,0.231283807,0,0,0.111291123,0.181870443,0,0,0,0,0.000235177,0,0.31806423,0.089184457,0,0,0,0,0.000235177,0,0.036321827,0.231283807,0,0,0,0.000235177,0.089184457,0.036112781,0,0,0,0.089184457,0,0,1,0,107.4032211,1284.768188,0,0,1,1,0.838849091,3,2.25,0
Acanthiza_ewingii,male,acanthizidae,passeriformes,1,0.031748935,0,0,0.036321827,0.231283807,0,0,0.111291123,0.181870443,0,0,0,0,0.000235177,0,0.31806423,0.089184457,0,0,0,0,0.000235177,0,0.036321827,0.231283807,0,0,0,0.000235177,0.089184457,0.036112781,0,0,0,0.089184457,0,0,1,0,107.4032211,1284.768188,0,0,1,1,0.838849091,3,2.25,0
Acanthiza_inornata,female,acanthizidae,passeriformes,1,0.037798245,0,2.73E-05,0.000300637,0.013774632,0,0,0.107026702,0.369318648,2.73E-05,0,0,0,0,0,0.434611495,0.03711498,2.73E-05,0,2.73E-05,0,0,5.47E-05,0.000300637,0.013774632,0,0,0,0,0.03711498,0.000300637,0,0,0,0.03711498,0,0,2,1,169.4137726,609.2852173,0,0,1,1,0.84509804,3.5,1.666666667,0
Acanthiza_inornata,male,acanthizidae,passeriformes,1,0.037798245,0,2.73E-05,0.000300637,0.013774632,0,0,0.107026702,0.369318648,2.73E-05,0,0,0,0,0,0.434611495,0.03711498,2.73E-05,0,2.73E-05,0,0,5.47E-05,0.000300637,0.013774632,0,0,0,0,0.03711498,0.000300637,0,0,0,0.03711498,0,0,2,1,169.4137726,609.2852173,0,0,1,1,0.84509804,3.5,1.666666667,0
Acanthiza_iredalei,female,acanthizidae,passeriformes,1,0.028949325,0,0,0,0.000292149,0,0,0.137283544,0.335095081,0,0,0,0,0,0,0.488871773,0.009508127,0,0,0,0,0,0,0,0.000292149,0,0,0,0,0.009508127,0,0,0,0,0.009508127,0,0,2,1,187.9115906,289.8592529,0,0,1,1,0.781036939,3,1.666666667,-75
Acanthiza_iredalei,male,acanthizidae,passeriformes,1,0.028949325,0,0,0,0.000292149,0,0,0.137283544,0.335095081,0,0,0,0,0,0,0.488871773,0.009508127,0,0,0,0,0,0,0,0.000292149,0,0,0,0,0.009508127,0,0,0,0,0.009508127,0,0,2,1,187.9115906,289.8592529,0,0,1,1,0.781036939,3,1.666666667,-75
Acanthiza_katherina,female,acanthizidae,passeriformes,1,0.006849932,0,2.25E-05,0.015525011,0.38659306,0,0,0.037899955,0.088170347,0,0,0,0,0,0,0.22124831,0.243690852,2.25E-05,0,0,0,0,2.25E-05,0.015525011,0.38659306,0,0,0,0,0.243690852,0.015367283,0,0,0,0.243690852,0,0,2,1,225.1048431,1051.231689,0,0,1,1,0.857332496,3,1,45
Acanthiza_katherina,male,acanthizidae,passeriformes,1,0.006849932,0,2.25E-05,0.015525011,0.38659306,0,0,0.037899955,0.088170347,0,0,0,0,0,0,0.22124831,0.243690852,2.25E-05,0,0,0,0,2.25E-05,0.015525011,0.38659306,0,0,0,0,0.243690852,0.015367283,0,0,0,0.243690852,0,0,2,1,225.1048431,1051.231689,0,0,1,1,0.857332496,3,1,45
Acanthiza_lineata,female,acanthizidae,passeriformes,1,0.060683051,0,0,0.003493428,0.100356672,0,0,0.17821371,0.27808179,0,0,0,0,0,0,0.206869595,0.172301754,0,0,0,0,0,0,0.003493428,0.100356672,0,0,0,0,0.172301754,0.003493428,0,0,0,0.172301754,0,0,2,1,168.2791138,688.9317627,0,0,1,1,0.835690571,3,1.333333333,40
Acanthiza_lineata,male,acanthizidae,passeriformes,1,0.060683051,0,0,0.003493428,0.100356672,0,0,0.17821371,0.27808179,0,0,0,0,0,0,0.206869595,0.172301754,0,0,0,0,0,0,0.003493428,0.100356672,0,0,0,0,0.172301754,0.003493428,0,0,0,0.172301754,0,0,2,1,168.2791138,688.9317627,0,0,1,1,0.835690571,3,1.333333333,40
Acanthiza_murina,female,acanthizidae,passeriformes,1,0.027930977,0,0,0.01772907,0.173408763,0,0,0.130092078,0.234170474,0,0,0,0,0,2.37E-05,0.326626743,0.090018226,0,0,0,0,2.37E-05,0,0.01772907,0.173408763,0,0,0,2.37E-05,0.090018226,0.017137312,0,0,0,0.090018226,0,0,2,1,140.7000275,3294.730469,0,0,1,1,0.924279286,3,1,65
Acanthiza_murina,male,acanthizidae,passeriformes,1,0.027930977,0,0,0.01772907,0.173408763,0,0,0.130092078,0.234170474,0,0,0,0,0,2.37E-05,0.326626743,0.090018226,0,0,0,0,2.37E-05,0,0.01772907,0.173408763,0,0,0,2.37E-05,0.090018226,0.017137312,0,0,0,0.090018226,0,0,2,1,140.7000275,3294.730469,0,0,1,1,0.924279286,3,1,65
Acanthiza_nana,female,acanthizidae,passeriformes,2,0.041042249,6.12E-05,2.45E-05,0.056910332,0.285906726,0,0.002326742,0.110285177,0.041995204,0,0,0,0,1.22E-05,0,0.033315689,0.428119895,8.57E-05,0.002326742,0,0,1.22E-05,8.57E-05,0.056910332,0.244823586,0.043409881,0,0,1.22E-05,0.428119895,0.055609623,0.002277893,4.88482E-05,0.333979457,0.094140438,0,0,2,1,188.2646332,580.2097168,0,0,1,1,0.791690649,3,1.571428571,70
Acanthiza_nana,male,acanthizidae,passeriformes,2,0.041042249,6.12E-05,2.45E-05,0.056910332,0.285906726,0,0.002326742,0.110285177,0.041995204,0,0,0,0,1.22E-05,0,0.033315689,0.428119895,8.57E-05,0.002326742,0,0,1.22E-05,8.57E-05,0.056910332,0.244823586,0.043409881,0,0,1.22E-05,0.428119895,0.055609623,0.002277893,4.88482E-05,0.333979457,0.094140438,0,0,2,1,188.2646332,580.2097168,0,0,1,1,0.791690649,3,1.571428571,70
Acanthiza_pusilla,female,acanthizidae,passeriformes,1,0.035800187,0,0,0.007266375,0.242423475,0,0,0.073727119,0.285869813,0,0,2.53E-05,0,0.000354457,0,0.163252905,0.19128035,0,0,0,2.53E-05,0.000354457,0,0.007266375,0.242423475,0,0,2.53E-05,0.000354457,0.19128035,0.007114464,0,0,2.53184E-05,0.191255032,0,0,2,0,168.2100372,744.2885132,0,0,1,1,0.881954971,2.5,1.625,-50
Acanthiza_pusilla,male,acanthizidae,passeriformes,1,0.035800187,0,0,0.007266375,0.242423475,0,0,0.073727119,0.285869813,0,0,2.53E-05,0,0.000354457,0,0.163252905,0.19128035,0,0,0,2.53E-05,0.000354457,0,0.007266375,0.242423475,0,0,2.53E-05,0.000354457,0.19128035,0.007114464,0,0,2.53184E-05,0.191255032,0,0,2,0,168.2100372,744.2885132,0,0,1,1,0.881954971,2.5,1.625,-50
Acanthiza_reguloides,female,acanthizidae,passeriformes,2,0.049526355,0,0,0.001925283,0.12574127,0,0,0.143749763,0.183926533,0,0,0,0,0,0,0.180618571,0.314512225,0,0,0,0,0,0,0.001925283,0.125718421,2.28E-05,0,0,0,0.314512225,0.001865353,0,0,0.102465384,0.212046841,0,0,2,1,188.045105,628.5206299,0,0,1,1,0.886490725,4,1.333333333,-15
Acanthiza_reguloides,male,acanthizidae,passeriformes,2,0.049526355,0,0,0.001925283,0.12574127,0,0,0.143749763,0.183926533,0,0,0,0,0,0,0.180618571,0.314512225,0,0,0,0,0,0,0.001925283,0.125718421,2.28E-05,0,0,0,0.314512225,0.001865353,0,0,0.102465384,0.212046841,0,0,2,1,188.045105,628.5206299,0,0,1,1,0.886490725,4,1.333333333,-15
Acanthiza_robustirostris,female,acanthizidae,passeriformes,1,0.024677525,0,0,0.000792523,0.02055094,0,0,0.121174027,0.275934631,0,0,0,0,2.73E-05,0.000136642,0.551022081,0.005684303,0,0,0,0,0.00016397,0,0.000792523,0.02055094,0,0,0,0.00016397,0.005684303,0.000655881,0,0,2.73284E-05,0.005656974,0,0,1,0,227.1231689,261.2169189,0,0,1,1,0.785329835,3,3,-20
Acanthiza_robustirostris,male,acanthizidae,passeriformes,1,0.024677525,0,0,0.000792523,0.02055094,0,0,0.121174027,0.275934631,0,0,0,0,2.73E-05,0.000136642,0.551022081,0.005684303,0,0,0,0,0.00016397,0,0.000792523,0.02055094,0,0,0,0.00016397,0.005684303,0.000655881,0,0,2.73284E-05,0.005656974,0,0,1,0,227.1231689,261.2169189,0,0,1,1,0.785329835,3,3,-20
Acanthiza_uropygialis,female,acanthizidae,passeriformes,1,0.040379222,0,0,0.002953367,0.037475492,0,0,0.085027176,0.279626734,0,0,0,0,0,0.008785645,0.538430993,0.007321371,0,0,0,0,0.008785645,0,0.002953367,0.037475492,0,0,0,0.008785645,0.007321371,0.00290373,0,0,0,0.007321371,0,0,2,1,209.3307648,328.5784912,0,0,1,1,0.806179974,4,2.2,-20
Acanthiza_uropygialis,male,acanthizidae,passeriformes,1,0.040379222,0,0,0.002953367,0.037475492,0,0,0.085027176,0.279626734,0,0,0,0,0,0.008785645,0.538430993,0.007321371,0,0,0,0,0.008785645,0,0.002953367,0.037475492,0,0,0,0.008785645,0.007321371,0.00290373,0,0,0,0.007321371,0,0,2,1,209.3307648,328.5784912,0,0,1,1,0.806179974,4,2.2,-20
Acanthorhynchus_superciliosus,female,meliphagidae,passeriformes,1,0.024744865,0,0,0.022929748,0.085588339,0,0,0.182826767,0.203515401,1.85E-05,1.85E-05,5.56E-05,0,0.000963123,9.26E-05,0.379933693,0.099312848,0,0,3.70E-05,5.56E-05,0.001055732,0,0.022929748,0.085588339,0,0,9.26E-05,0.001055732,0.099312848,0.022855661,0,0,0,0.099312848,0,0,1,0,168.2805176,566.6802368,1,0,1,1,0.987666265,2,1.666666667,-20
Acanthorhynchus_superciliosus,male,meliphagidae,passeriformes,1,0.082897129,0,0,0.007271294,0.019996058,0,0,0.214525066,0.209509626,0.000657045,0,0.000372325,6.57E-05,0.0854158,0.026237982,0.35184739,0.001204582,0,0,0.000657045,0.00043803,0.111653781,0,0.007271294,0.019996058,0,0,0.001095074,0.111653781,0.001204582,0.007030377,0,0,0,0.001204582,0,0,1,0,168.2805176,566.6802368,1,0,1,1,0.987666265,2,1.666666667,-20
Acanthorhynchus_tenuirostris,female,meliphagidae,passeriformes,1,0.125270186,0,0,0.029988632,0.112589462,0,0,0.129336984,0.230478569,0.001136782,1.60E-05,0.000336231,0,0.002481707,0.000272187,0.29434651,0.073746738,0,0,0.001152793,0.000336231,0.002753895,0,0.029988632,0.112589462,0,0,0.001489024,0.002753895,0.073746738,0.029828522,0,0,0,0.073746738,0,0,1,0,158.268692,886.1306763,0,0,1,1,1.018700499,2,1.6,-30
Acanthorhynchus_tenuirostris,male,meliphagidae,passeriformes,1,0.148246085,0,0,0.011362228,0.090402016,0,0,0.127298269,0.260918068,0.000805685,0.000103293,4.13E-05,0,0.004069743,0.000227245,0.265731521,0.09079453,0,0,0.000908978,4.13E-05,0.004296988,0,0.011362228,0.090402016,0,0,0.000950295,0.004296988,0.09079453,0.011258935,0,0,0,0.09079453,0,0,1,0,158.268692,886.1306763,0,0,1,1,1.018700499,2,1.6,-30
Acanthornis_magna,female,acanthizidae,passeriformes,1,0.074607404,0,0,0.029593514,0.244798458,0,0,0.187000397,0.175038267,0,0,0,0,0,0,0.287941493,0.001020466,0,0,0,0,0,0,0.029593514,0.244798458,0,0,0,0,0.001020466,0.029565168,0,0,0,0.001020466,0,0,2,0,104.698761,1424.983276,0,0,1,1,1.007747778,3,1.5,-45
Acanthornis_magna,male,acanthizidae,passeriformes,1,0.074607404,0,0,0.029593514,0.244798458,0,0,0.187000397,0.175038267,0,0,0,0,0,0,0.287941493,0.001020466,0,0,0,0,0,0,0.029593514,0.244798458,0,0,0,0,0.001020466,0.029565168,0,0,0,0.001020466,0,0,2,0,104.698761,1424.983276,0,0,1,1,1.007747778,3,1.5,-45
Accipiter_albogularis,female,accipitridae,accipitriformes,4,0.231888623,6.02E-06,1.18E-05,0.003788885,0.018270969,6.02E-06,2.41E-05,0.359204506,0.065717614,1.27E-05,0,0.002129964,0.000673887,0.001474437,0.001752619,0.307009263,0.008028592,1.78E-05,3.01E-05,1.27E-05,0.002803851,0.003227056,3.06E-05,0.003782868,0.015586505,0.002720565,0,0.002803851,0.00322114,0.008034508,0.003405642,1.20337E-05,1.80505E-05,0.003295317,0.004733276,0,0,1,0,254.768631,3406.608154,0,0,1,1,2.395763089,2,1,-100
Accipiter_albogularis,male,accipitridae,accipitriformes,4,0.231888623,6.02E-06,1.18E-05,0.003788885,0.018270969,6.02E-06,2.41E-05,0.359204506,0.065717614,1.27E-05,0,0.002129964,0.000673887,0.001474437,0.001752619,0.307009263,0.008028592,1.78E-05,3.01E-05,1.27E-05,0.002803851,0.003227056,3.06E-05,0.003782868,0.015586505,0.002720565,0,0.002803851,0.00322114,0.008034508,0.003405642,1.20337E-05,1.80505E-05,0.003295317,0.004733276,0,0,1,0,254.768631,3406.608154,0,0,1,1,2.395763089,2,1,-100
Accipiter_badius,female,accipitridae,accipitriformes,1,0.026228341,0,0,0.013885592,0.0342986,0,0,0.189888441,0.431521481,0,0,0,0,0,0,0.223474958,0.080702587,0,0,0,0,0,0,0.013885592,0.0342986,0,0,0,0,0.080702587,0.013648232,0,0,0.004865891,0.075836696,0,0,1,0,231.2333221,989.7029419,0,0,2,1,2.117768295,2,2.111111111,-25
Accipiter_badius,male,accipitridae,accipitriformes,2,0.0056287,2.08E-05,2.75E-05,0.005147229,0.067322702,0,9.28E-05,0.094686911,0.320905932,0,1.04E-05,0.000405498,0.00016263,0.001704748,0.013246204,0.383573409,0.107064589,4.83E-05,9.28E-05,1.04E-05,0.000568128,0.014950952,4.83E-05,0.005147229,0.067184595,0.000230898,0,0.000578526,0.014950952,0.107064589,0.004963804,9.27901E-05,0,0.00091398,0.10615061,0,0,1,0,231.2333221,989.7029419,0,0,2,1,2.117768295,2,2.111111111,-25
Accipiter_bicolor,female,accipitridae,accipitriformes,4,0.104224533,0,0,0.009224645,0.041856752,0,0,0.33221509,0.256217308,0,0,0.015274857,0.002856003,0.029291954,0.020811721,0.145718778,0.042308359,0,0,0,0.018130859,0.050103675,0,0.009224645,0.041233055,0.000623697,0,0.018130859,0.050098265,0.04231377,0.008676765,0,0,0.002963002,0.039345357,0,0,1,0,235.85672,1839.345703,0,0,1,1,2.458698268,2,1.25,33
Accipiter_bicolor,male,accipitridae,accipitriformes,4,0.104224533,0,0,0.009224645,0.041856752,0,0,0.33221509,0.256217308,0,0,0.015274857,0.002856003,0.029291954,0.020811721,0.145718778,0.042308359,0,0,0,0.018130859,0.050103675,0,0.009224645,0.041233055,0.000623697,0,0.018130859,0.050098265,0.04231377,0.008676765,0,0,0.002963002,0.039345357,0,0,1,0,235.85672,1839.345703,0,0,1,1,2.458698268,2,1.25,33
Accipiter_brachyurus,female,accipitridae,accipitriformes,2,0.008287479,0,0,0.005816568,0.017775276,1.92E-05,0,0.154241009,0.264942079,0,0,0.000326102,9.59E-06,0.007672978,0.002231794,0.523200708,0.015477233,0,1.92E-05,0,0.000335693,0.009904772,0,0.005816568,0.015784854,0.002009605,0,0.000335693,0.009892573,0.015489432,0.005537583,0,1.91824E-05,0.007766109,0.007711124,0,0,1,0,238.4541931,4447.574219,0,0,1,1,2.152288344,2,1,33
Accipiter_brachyurus,male,accipitridae,accipitriformes,2,0.008287479,0,0,0.005816568,0.017775276,1.92E-05,0,0.154241009,0.264942079,0,0,0.000326102,9.59E-06,0.007672978,0.002231794,0.523200708,0.015477233,0,1.92E-05,0,0.000335693,0.009904772,0,0.005816568,0.015784854,0.002009605,0,0.000335693,0.009892573,0.015489432,0.005537583,0,1.91824E-05,0.007766109,0.007711124,0,0,1,0,238.4541931,4447.574219,0,0,1,1,2.152288344,2,1,33
Accipiter_brevipes,female,accipitridae,accipitriformes,1,0.034257749,0,0,0.009635672,0.032517673,0,2.18E-05,0.21851006,0.555780315,0,0,0,0,0.000152257,0.000108755,0.122805873,0.026209897,0,2.18E-05,0,0,0.000261011,0,0.009635672,0.032517673,2.18E-05,0,0,0.000261011,0.026209897,0.009222403,0,2.1751E-05,0.002131593,0.024078303,0,0,1,0,101.6950073,396.1712036,0,0,3,1,2.270632261,2,2.333333333,49.5
Accipiter_brevipes,male,accipitridae,accipitriformes,1,0.027261125,0,2.09E-05,0.00322196,0.069355817,0,0,0.089775509,0.554009666,0,0,0,0,0.000439358,0.001569136,0.171809946,0.082536561,2.09E-05,0,0,0,0.002008494,2.09E-05,0.00322196,0.069355817,0,0,0,0.002008494,0.082536561,0.003096429,0,0,8.36873E-05,0.082452874,0,0,1,0,101.6950073,396.1712036,0,0,3,1,2.270632261,2,2.333333333,49.5
Accipiter_butleri,female,accipitridae,accipitriformes,1,0.013216246,6.59E-05,0.000131723,0.001492865,0.018485181,0,0,0.061536773,0.450098793,0,0,0,2.20E-05,8.78E-05,4.39E-05,0.409637761,0.04518112,0.000197585,0,0,2.20E-05,0.000131723,0.000197585,0.001492865,0.018463227,2.20E-05,0,2.20E-05,0.000131723,0.04518112,0.001251372,0,0,0.000285401,0.044895719,0,0,1,0,274.9499207,2865.015381,0,0,1,1,2.522365975,2,1,-100
Accipiter_butleri,male,accipitridae,accipitriformes,1,0.013216246,6.59E-05,0.000131723,0.001492865,0.018485181,0,0,0.061536773,0.450098793,0,0,0,2.20E-05,8.78E-05,4.39E-05,0.409637761,0.04518112,0.000197585,0,0,2.20E-05,0.000131723,0.000197585,0.001492865,0.018463227,2.20E-05,0,2.20E-05,0.000131723,0.04518112,0.001251372,0,0,0.000285401,0.044895719,0,0,1,0,274.9499207,2865.015381,0,0,1,1,2.522365975,2,1,-100
Accipiter_castanilius,female,accipitridae,accipitriformes,1,0.056951899,2.58E-05,2.58E-05,0.007870562,0.026579273,2.58E-05,5.16E-05,0.369684145,0.271108588,2.58E-05,0,0.002554707,0.000670933,0.081002271,0.059738852,0.099685178,0.023998761,5.16E-05,7.74E-05,2.58E-05,0.00322564,0.140741123,5.16E-05,0.007870562,0.026166391,0.000490297,0,0.003251445,0.140715318,0.024024566,0.007251239,2.58051E-05,5.16102E-05,0.003896573,0.020102188,0,0,1,0,236.1460114,1787.701904,0,0,1,1,2.197308132,2,1,-25
