Avibase.ID,Species1_BirdLife,Species2_eBird,Species3_BirdTree
AVIBASE-68A90F93,Hylorchilus navai,Hylorchilus navai,Hylorchilus navai
AVIBASE-A88A7607,Hylorchilus sumichrasti,Hylorchilus sumichrasti,Hylorchilus sumichrasti
AVIBASE-C7FB4E76,Hymenolaimus malacorhynchos,Hymenolaimus malacorhynchos,Hymenolaimus malacorhynchos
AVIBASE-D8733C22,Hymenops perspicillatus,Hymenops perspicillatus,Hymenops perspicillatus
AVIBASE-7970DC5F,Hypargos margaritatus,Hypargos margaritatus,Hypargos margaritatus
AVIBASE-50490520,Hypargos niveoguttatus,Hypargos niveoguttatus,Hypargos niveoguttatus
AVIBASE-31557605,Hypergerus atriceps,Hypergerus atriceps,Hypergerus atriceps
AVIBASE-7E41141D,Hypnelus bicinctus,Hypnelus ruficollis,Hypnelus ruficollis
AVIBASE-C98A8A1B,Hypnelus ruficollis,Hypnelus ruficollis,Hypnelus ruficollis
AVIBASE-C1CDE25A,Hypocnemis cantator,Hypocnemis cantator,Hypocnemis cantator
AVIBASE-81724331,Hypocnemis flavescens,Hypocnemis flavescens,Hypocnemis flavescens
AVIBASE-95FD0D6C,Hypocnemis hypoxantha,Hypocnemis hypoxantha,Hypocnemis hypoxantha
AVIBASE-A1A3EF0B,Hypocnemis ochrogyna,Hypocnemis ochrogyna,Hypocnemis ochrogyna
AVIBASE-8B45C539,Hypocnemis peruviana,Hypocnemis peruviana,Hypocnemis peruviana
AVIBASE-E911B7E9,Hypocnemis rondoni,Hypocnemis rondoni,Hypocnemis cantator
AVIBASE-9788D595,Hypocnemis striata,Hypocnemis striata,Hypocnemis striata
AVIBASE-9724D814,Hypocnemis subflava,Hypocnemis subflava,Hypocnemis subflava
AVIBASE-B2B3FA6B,Hypocnemoides maculicauda,Hypocnemoides maculicauda,Hypocnemoides maculicauda
AVIBASE-78853651,Hypocnemoides melanopogon,Hypocnemoides melanopogon,Hypocnemoides melanopogon
AVIBASE-D08193E0,Hypocolius ampelinus,Hypocolius ampelinus,Hypocolius ampelinus
AVIBASE-A6E996A8,Hypocryptadius cinnamomeus,Hypocryptadius cinnamomeus,Hypocryptadius cinnamomeus
AVIBASE-69C21555,Hypoedaleus guttatus,Hypoedaleus guttatus,Hypoedaleus guttatus
AVIBASE-65FE3697,Hypopyrrhus pyrohypogaster,Hypopyrrhus pyrohypogaster,Hypopyrrhus pyrohypogaster
AVIBASE-667C4DAB,Hypositta corallirostris,Hypositta corallirostris,Hypositta corallirostris
AVIBASE-BE7D254A,Hypotaenidia immaculata,Gallirallus woodfordi,Nesoclopeus woodfordi
AVIBASE-73EDAFFC,Hypotaenidia insignis,Gallirallus insignis,Gallirallus insignis
AVIBASE-4060A1CC,Hypotaenidia okinawae,Gallirallus okinawae,Gallirallus okinawae
AVIBASE-8E3F31AB,Hypotaenidia owstoni,Gallirallus owstoni,Gallirallus owstoni
AVIBASE-732D08C3,Hypotaenidia philippensis,Gallirallus philippensis,Gallirallus philippensis
AVIBASE-6BAC1873,Hypotaenidia rovianae,Gallirallus rovianae,Gallirallus rovianae
AVIBASE-A2D6E35A,Hypotaenidia sylvestris,Gallirallus sylvestris,Gallirallus sylvestris
AVIBASE-FF379387,Hypotaenidia tertia,Gallirallus woodfordi,Nesoclopeus woodfordi
AVIBASE-19FA27ED,Hypotaenidia torquata,Gallirallus torquatus,Gallirallus torquatus
AVIBASE-0269AE28,Hypotaenidia woodfordi,Gallirallus woodfordi,Nesoclopeus woodfordi
AVIBASE-0AC5BA0A,Hypothymis azurea,Hypothymis azurea,Hypothymis azurea
AVIBASE-86A673A1,Hypothymis coelestis,Hypothymis coelestis,Hypothymis coelestis
AVIBASE-9E86EF25,Hypothymis helenae,Hypothymis helenae,Hypothymis helenae
AVIBASE-289B069F,Hypothymis puella,Hypothymis puella,Hypothymis azurea
AVIBASE-712764DC,Hypsipetes affinis,Alophoixus affinis,Alophoixus affinis
AVIBASE-59BEAB80,Hypsipetes amaurotis,Hypsipetes amaurotis,Ixos amaurotis
AVIBASE-61540F2E,Hypsipetes aureus,Alophoixus aureus,Alophoixus affinis
AVIBASE-E55C03F8,Hypsipetes borbonicus,Hypsipetes borbonicus,Hypsipetes borbonicus
AVIBASE-24F99A8F,Hypsipetes catarmanensis,Hypsipetes everetti,Ixos everetti
AVIBASE-8EA40B11,Hypsipetes chloris,Alophoixus chloris,Alophoixus affinis
AVIBASE-5E2E4545,Hypsipetes crassirostris,Hypsipetes crassirostris,Hypsipetes crassirostris
AVIBASE-8A0F54C9,Hypsipetes everetti,Hypsipetes everetti,Ixos everetti
AVIBASE-4E74E6CC,Hypsipetes ganeesa,Hypsipetes ganeesa,Hypsipetes leucocephalus
AVIBASE-21FADED4,Hypsipetes harterti,Alophoixus longirostris,Alophoixus affinis
AVIBASE-D18AE87D,Hypsipetes haynaldi,Hypsipetes everetti,Ixos everetti
AVIBASE-B76214D7,Hypsipetes leucocephalus,Hypsipetes leucocephalus,Hypsipetes leucocephalus
AVIBASE-CB468573,Hypsipetes longirostris,Alophoixus longirostris,Alophoixus affinis
AVIBASE-9C8EFCC6,Hypsipetes lucasi,Alophoixus lucasi,Alophoixus affinis
AVIBASE-5089E131,Hypsipetes madagascariensis,Hypsipetes madagascariensis,Hypsipetes madagascariensis
AVIBASE-0A2ACE45,Hypsipetes moheliensis,Hypsipetes moheliensis,Hypsipetes parvirostris
AVIBASE-07BCEAC0,Hypsipetes mysticalis,Alophoixus mystacalis,Alophoixus affinis
AVIBASE-650CC5B3,Hypsipetes olivaceus,Hypsipetes olivaceus,Hypsipetes olivaceus
AVIBASE-105A8F99,Hypsipetes parvirostris,Hypsipetes parvirostris,Hypsipetes parvirostris
AVIBASE-6298D46A,Hypsipetes philippinus,Hypsipetes philippinus,Ixos philippinus
AVIBASE-C4890A33,Hypsipetes platenae,Alophoixus platenae,Alophoixus affinis
AVIBASE-BFD69DF2,Hypsipetes rufigularis,Hypsipetes rufigularis,Ixos rufigularis
AVIBASE-CE85FAB6,Hypsipetes siquijorensis,Hypsipetes siquijorensis,Ixos siquijorensis
AVIBASE-A3E5953D,Hypsipetes thompsoni,Hypsipetes thompsoni,Hypsipetes thompsoni
AVIBASE-0C1F2A47,Ibidorhyncha struthersii,Ibidorhyncha struthersii,Ibidorhyncha struthersii
AVIBASE-104A2994,Ibycter americanus,Ibycter americanus,Ibycter americanus
AVIBASE-734C73A9,Icteria virens,Icteria virens,Icteria virens
AVIBASE-6055C1FB,Icterus abeillei,Icterus abeillei,Icterus abeillei
AVIBASE-CC30267C,Icterus auratus,Icterus auratus,Icterus auratus
AVIBASE-A27737B7,Icterus auricapillus,Icterus auricapillus,Icterus auricapillus
AVIBASE-ED0ABA39,Icterus bonana,Icterus bonana,Icterus bonana
AVIBASE-7E65A952,Icterus bullockiorum,Icterus bullockii,Icterus bullockii
AVIBASE-D2DACB94,Icterus cayanensis,Icterus cayanensis,Icterus cayanensis
AVIBASE-379A7116,Icterus chrysater,Icterus chrysater,Icterus chrysater
AVIBASE-B9C44010,Icterus chrysocephalus,Icterus cayanensis,Icterus cayanensis
AVIBASE-4B32828D,Icterus croconotus,Icterus croconotus,Icterus croconotus
AVIBASE-526A3692,Icterus cucullatus,Icterus cucullatus,Icterus cucullatus
AVIBASE-4760A99A,Icterus dominicensis,Icterus dominicensis,Icterus dominicensis
AVIBASE-5E9777FB,Icterus fuertesi,Icterus spurius,Icterus spurius
AVIBASE-5110842F,Icterus galbula,Icterus galbula,Icterus galbula
AVIBASE-E7F4C5C9,Icterus graceannae,Icterus graceannae,Icterus graceannae
AVIBASE-13B1B968,Icterus graduacauda,Icterus graduacauda,Icterus graduacauda
AVIBASE-1F87083D,Icterus gularis,Icterus gularis,Icterus gularis
AVIBASE-B7C6DEB5,Icterus icterus,Icterus icterus,Icterus icterus
AVIBASE-24D0C888,Icterus jamacaii,Icterus jamacaii,Icterus jamacaii
AVIBASE-B196BC41,Icterus laudabilis,Icterus laudabilis,Icterus laudabilis
AVIBASE-4690E0C3,Icterus leucopteryx,Icterus leucopteryx,Icterus leucopteryx
AVIBASE-A7BA7359,Icterus maculialatus,Icterus maculialatus,Icterus maculialatus
AVIBASE-A965AA91,Icterus melanopsis,Icterus melanopsis,Icterus dominicensis
AVIBASE-2E74AF7D,Icterus mesomelas,Icterus mesomelas,Icterus mesomelas
AVIBASE-F20EFF95,Icterus nigrogularis,Icterus nigrogularis,Icterus nigrogularis
AVIBASE-C70AA182,Icterus northropi,Icterus northropi,Icterus dominicensis
AVIBASE-80F9BE4B,Icterus oberi,Icterus oberi,Icterus oberi
AVIBASE-9EE6D524,Icterus parisorum,Icterus parisorum,Icterus parisorum
AVIBASE-D8B8C2B9,Icterus pectoralis,Icterus pectoralis,Icterus pectoralis
AVIBASE-05284D57,Icterus portoricensis,Icterus portoricensis,Icterus dominicensis
AVIBASE-071A4C74,Icterus prosthemelas,Icterus prosthemelas,Icterus prosthemelas
AVIBASE-DA089C8E,Icterus pustulatus,Icterus pustulatus,Icterus pustulatus
AVIBASE-C9B58AFF,Icterus pyrrhopterus,Icterus pyrrhopterus,Icterus cayanensis
AVIBASE-E2014696,Icterus spurius,Icterus spurius,Icterus spurius
AVIBASE-87CD97E1,Icterus wagleri,Icterus wagleri,Icterus wagleri
AVIBASE-B7B03CB8,Icthyophaga humilis,Haliaeetus humilis,Ichthyophaga humilis
AVIBASE-4C057390,Icthyophaga ichthyaetus,Haliaeetus ichthyaetus,Ichthyophaga ichthyaetus
AVIBASE-28D7E7CC,Ictinaetus malaiensis,Ictinaetus malaiensis,Ictinaetus malayensis
AVIBASE-ACFC8EB6,Ictinia mississippiensis,Ictinia mississippiensis,Ictinia mississippiensis
AVIBASE-5A97BF27,Ictinia plumbea,Ictinia plumbea,Ictinia plumbea
AVIBASE-A040695E,Idiopsar brachyurus,Idiopsar brachyurus,Idiopsar brachyurus
AVIBASE-1A6C6F17,Iduna caligata,Iduna caligata,Hippolais caligata
AVIBASE-EBBD09CA,Iduna natalensis,Iduna natalensis,Chloropeta natalensis
AVIBASE-A7275096,Iduna opaca,Iduna opaca,Hippolais opaca
AVIBASE-BAE527A2,Iduna pallida,Iduna pallida,Hippolais pallida
AVIBASE-A8242804,Iduna rama,Iduna rama,Hippolais rama
AVIBASE-E999FD2D,Iduna similis,Iduna similis,Chloropeta similis
AVIBASE-433A907D,Ifrita kowaldi,Ifrita kowaldi,Ifrita kowaldi
AVIBASE-CFCE5A44,Ilicura militaris,Ilicura militaris,Ilicura militaris
AVIBASE-2D157C82,Illadopsis albipectus,Illadopsis albipectus,Illadopsis albipectus
AVIBASE-58BB1A14,Illadopsis cleaveri,Illadopsis cleaveri,Illadopsis cleaveri
AVIBASE-A14D3117,Illadopsis distans,Illadopsis rufipennis,Illadopsis rufipennis
AVIBASE-3805ACAD,Illadopsis fulvescens,Illadopsis fulvescens,Illadopsis fulvescens
AVIBASE-0058E798,Illadopsis puveli,Illadopsis puveli,Illadopsis puveli
AVIBASE-596BDE51,Illadopsis pyrrhoptera,Illadopsis pyrrhoptera,Illadopsis pyrrhoptera
AVIBASE-640FA04F,Illadopsis rufescens,Illadopsis rufescens,Illadopsis rufescens
AVIBASE-64078193,Illadopsis rufipennis,Illadopsis rufipennis,Illadopsis rufipennis
AVIBASE-874C8B3C,Illadopsis turdina,Illadopsis turdina,Ptyrticus turdinus
AVIBASE-ACD5DE47,Incana incana,Incana incana,Incana incana
AVIBASE-754AE5B4,Incaspiza laeta,Incaspiza laeta,Incaspiza laeta
AVIBASE-2BACA383,Incaspiza ortizi,Incaspiza ortizi,Incaspiza ortizi
AVIBASE-F41C2D53,Incaspiza personata,Incaspiza personata,Incaspiza personata
AVIBASE-5429C745,Incaspiza pulchra,Incaspiza pulchra,Incaspiza pulchra
AVIBASE-91991397,Incaspiza watkinsi,Incaspiza watkinsi,Incaspiza watkinsi
AVIBASE-BEADF66C,Indicator archipelagicus,Indicator archipelagicus,Indicator archipelagicus
AVIBASE-BFF3AA65,Indicator exilis,Indicator exilis,Indicator exilis
AVIBASE-862749B0,Indicator indicator,Indicator indicator,Indicator indicator
AVIBASE-499B3C64,Indicator maculatus,Indicator maculatus,Indicator maculatus
AVIBASE-5B74A911,Indicator meliphilus,Indicator meliphilus,Indicator meliphilus
AVIBASE-0AC6CF82,Indicator minor,Indicator conirostris,Indicator conirostris
AVIBASE-E9ED7248,Indicator minor,Indicator minor,Indicator minor
AVIBASE-C9DFE942,Indicator pumilio,Indicator pumilio,Indicator pumilio
AVIBASE-7EF4C99C,Indicator variegatus,Indicator variegatus,Indicator variegatus
AVIBASE-4373396F,Indicator willcocksi,Indicator willcocksi,Indicator willcocksi
AVIBASE-CBA33B09,Indicator xanthonotus,Indicator xanthonotus,Indicator xanthonotus
AVIBASE-DE77BA6A,Inezia caudata,Inezia caudata,Inezia caudata
AVIBASE-E938D049,Inezia inornata,Inezia inornata,Inezia inornata
AVIBASE-DA9DCEC1,Inezia subflava,Inezia subflava,Inezia subflava
AVIBASE-27411295,Inezia tenuirostris,Inezia tenuirostris,Inezia tenuirostris
AVIBASE-F3AFDDC3,Iodopleura fusca,Iodopleura fusca,Iodopleura fusca
AVIBASE-C12DB91E,Iodopleura isabellae,Iodopleura isabellae,Iodopleura isabellae
AVIBASE-57EC4803,Iodopleura pipra,Iodopleura pipra,Iodopleura pipra
AVIBASE-BD51402C,Iole charlottae,Iole charlottae,Iole olivacea
AVIBASE-88FC3084,Iole charlottae,Iole crypta,Iole olivacea
AVIBASE-F9E2A503,Iole finschii,Alophoixus finschii,Alophoixus finschii
AVIBASE-4763A554,Iole palawanensis,Iole palawanensis,Ixos palawanensis
AVIBASE-BD494C66,Iole propinqua,Iole propinqua,Iole propinqua
AVIBASE-804922A3,Iole viridescens,Iole viridescens,Iole virescens
AVIBASE-73BD4B29,Irania gutturalis,Irania gutturalis,Irania gutturalis
AVIBASE-570239AA,Irediparra gallinacea,Irediparra gallinacea,Irediparra gallinacea
AVIBASE-D27C14EE,Irena cyanogastra,Irena cyanogastra,Irena cyanogastra
AVIBASE-BFC86948,Irena puella,Irena puella,Irena puella
AVIBASE-052BB649,Irena tweeddalii,Irena puella,Irena puella
AVIBASE-098ABCAE,Iridophanes pulcherrimus,Iridophanes pulcherrimus,Iridophanes pulcherrimus
AVIBASE-845E3D86,Iridosornis analis,Iridosornis analis,Iridosornis analis
AVIBASE-28B96403,Iridosornis jelskii,Iridosornis jelskii,Iridosornis jelskii
AVIBASE-7999BD70,Iridosornis porphyrocephalus,Iridosornis porphyrocephalus,Iridosornis porphyrocephalus
AVIBASE-83B4D063,Iridosornis reinhardti,Iridosornis reinhardti,Iridosornis reinhardti
AVIBASE-699BDB3E,Iridosornis rufivertex,Iridosornis rufivertex,Iridosornis rufivertex
AVIBASE-29D98F31,Isleria guttata,Isleria guttata,Myrmotherula guttata
AVIBASE-DCF9CFE8,Isleria hauxwelli,Isleria hauxwelli,Myrmotherula hauxwelli
AVIBASE-7572F846,Islerothraupis cristata,Loriotus cristatus,Tachyphonus cristatus
AVIBASE-47CB5669,Islerothraupis luctuosa,Loriotus luctuosus,Tachyphonus luctuosus
AVIBASE-6C810114,Islerothraupis rufiventer,Loriotus rufiventer,Tachyphonus rufiventer
AVIBASE-9BE54916,Ispidina lecontei,Ispidina lecontei,Ceyx lecontei
AVIBASE-C0998BB9,Ispidina picta,Ispidina picta,Ceyx pictus
AVIBASE-FFF63987,Ithaginis cruentus,Ithaginis cruentus,Ithaginis cruentus
AVIBASE-31F7A690,Ixidia cyaniventris,Rubigula cyaniventris,Pycnonotus cyaniventris
AVIBASE-01D478BD,Ixidia erythropthalmos,Rubigula erythropthalmos,Pycnonotus erythropthalmos
AVIBASE-7F4011E2,Ixidia squamata,Rubigula squamata,Pycnonotus squamatus
AVIBASE-CBDC8AA3,Ixobrychus cinnamomeus,Ixobrychus cinnamomeus,Ixobrychus cinnamomeus
AVIBASE-32C3CEF7,Ixobrychus dubius,Ixobrychus dubius,Ixobrychus minutus
AVIBASE-E04AFC71,Ixobrychus eurhythmus,Ixobrychus eurhythmus,Ixobrychus eurhythmus
AVIBASE-0B361ED8,Ixobrychus exilis,Ixobrychus exilis,Ixobrychus exilis
AVIBASE-003BE0C5,Ixobrychus flavicollis,Ixobrychus flavicollis,Ixobrychus flavicollis
AVIBASE-097783CD,Ixobrychus involucris,Ixobrychus involucris,Ixobrychus involucris
AVIBASE-7AAD57AC,Ixobrychus minutus,Ixobrychus minutus,Ixobrychus minutus
AVIBASE-1BFBF5D5,Ixobrychus sinensis,Ixobrychus sinensis,Ixobrychus sinensis
AVIBASE-87EEBD3E,Ixobrychus sturmii,Ixobrychus sturmii,Ixobrychus sturmii
AVIBASE-33703E6F,Ixonotus guttatus,Ixonotus guttatus,Ixonotus guttatus
AVIBASE-58312873,Ixoreus naevius,Ixoreus naevius,Zoothera naevia
AVIBASE-0457ECD3,Ixos malaccensis,Ixos malaccensis,Ixos malaccensis
AVIBASE-473131CC,Ixos mcclellandii,Ixos mcclellandii,Hypsipetes mcclellandii
AVIBASE-0D2A9574,Ixos nicobariensis,Hypsipetes nicobariensis,Hypsipetes nicobariensis
AVIBASE-5AD8890F,Ixos sumatranus,Ixos virescens,Hypsipetes virescens
AVIBASE-92BF7060,Ixos virescens,Ixos virescens,Hypsipetes virescens
AVIBASE-49BD1F79,Jabiru mycteria,Jabiru mycteria,Jabiru mycteria
AVIBASE-4051B630,Jacamaralcyon tridactyla,Jacamaralcyon tridactyla,Jacamaralcyon tridactyla
AVIBASE-268D9909,Jacamerops aureus,Jacamerops aureus,Jacamerops aureus
AVIBASE-D324ED7D,Jacana jacana,Jacana jacana,Jacana jacana
AVIBASE-3E6F686E,Jacana spinosa,Jacana spinosa,Jacana spinosa
AVIBASE-15A1DBE8,Jubula lettii,Jubula lettii,Jubula lettii
AVIBASE-ED47BE9D,Junco bairdi,Junco bairdi,Junco phaeonotus
AVIBASE-05FF3C9B,Junco hyemalis,Junco hyemalis,Junco hyemalis
AVIBASE-31EB349A,Junco insularis,Junco insularis,Junco insularis
AVIBASE-D552A818,Junco phaeonotus,Junco phaeonotus,Junco phaeonotus
AVIBASE-22A64474,Junco vulcani,Junco vulcani,Junco vulcani
AVIBASE-93EC5E12,Jynx ruficollis,Jynx ruficollis,Jynx ruficollis
AVIBASE-B2E6AB9F,Jynx torquilla,Jynx torquilla,Jynx torquilla
AVIBASE-FC1BE879,Kakamega poliothorax,Kakamega poliothorax,Kakamega poliothorax
AVIBASE-3EEB66ED,Kaupifalco monogrammicus,Kaupifalco monogrammicus,Kaupifalco monogrammicus
AVIBASE-FD1036BD,Kempiella flavovirescens,Microeca flavovirescens,Microeca flavovirescens
AVIBASE-413503AF,Kempiella griseoceps,Microeca griseoceps,Microeca griseoceps
AVIBASE-52B32004,Kenopia striata,Kenopia striata,Kenopia striata
AVIBASE-67CA1D26,Ketupa flavipes,Ketupa flavipes,Ketupa flavipes
AVIBASE-C1AAB74D,Ketupa ketupu,Ketupa ketupu,Ketupa ketupu
AVIBASE-CFDF9E89,Ketupa zeylonensis,Ketupa zeylonensis,Ketupa zeylonensis
AVIBASE-D5038426,Kittacincla albiventris,Copsychus albiventris,Copsychus malabaricus
AVIBASE-93B8CF8F,Kittacincla cebuensis,Copsychus cebuensis,Copsychus cebuensis
AVIBASE-E80564C5,Kittacincla luzoniensis,Copsychus luzoniensis,Copsychus luzoniensis
AVIBASE-E5ABD6CB,Kittacincla malabarica,Copsychus malabaricus,Copsychus malabaricus
AVIBASE-E5ABD6CB,Kittacincla malabarica,Copsychus malabaricus,Copsychus stricklandii
AVIBASE-974AE5EC,Kittacincla nigra,Copsychus niger,Copsychus niger
AVIBASE-CEED5ACE,Kittacincla superciliaris,Copsychus superciliaris,Copsychus luzoniensis
AVIBASE-CFA062CB,Klais guimeti,Klais guimeti,Klais guimeti
AVIBASE-99C7090A,Kleinothraupis atropileus,Kleinothraupis atropileus,Hemispingus atropileus
AVIBASE-47292BC9,Kleinothraupis auricularis,Kleinothraupis atropileus,Hemispingus auricularis
AVIBASE-E176F6C4,Kleinothraupis calophrys,Kleinothraupis calophrys,Hemispingus calophrys
AVIBASE-7F89004D,Kleinothraupis parodii,Kleinothraupis parodii,Hemispingus parodii
AVIBASE-D0688762,Kleinothraupis reyi,Kleinothraupis reyi,Hemispingus reyi
AVIBASE-DD1519B0,Knipolegus aterrimus,Knipolegus aterrimus,Knipolegus aterrimus
AVIBASE-2E2543B4,Knipolegus cabanisi,Knipolegus cabanisi,Knipolegus signatus
AVIBASE-D83957BC,Knipolegus cyanirostris,Knipolegus cyanirostris,Knipolegus cyanirostris
AVIBASE-77477F0F,Knipolegus franciscanus,Knipolegus franciscanus,Knipolegus franciscanus
AVIBASE-09D7F8D2,Knipolegus heterogyna,Knipolegus aterrimus,Knipolegus aterrimus
AVIBASE-5CA4674C,Knipolegus hudsoni,Knipolegus hudsoni,Knipolegus hudsoni
AVIBASE-63720DC9,Knipolegus lophotes,Knipolegus lophotes,Knipolegus lophotes
AVIBASE-4116DF96,Knipolegus nigerrimus,Knipolegus nigerrimus,Knipolegus nigerrimus
AVIBASE-E95D2F87,Knipolegus orenocensis,Knipolegus orenocensis,Knipolegus orenocensis
AVIBASE-1115C355,Knipolegus poecilocercus,Knipolegus poecilocercus,Knipolegus poecilocercus
AVIBASE-AED66D49,Knipolegus poecilurus,Knipolegus poecilurus,Knipolegus poecilurus
AVIBASE-2E110335,Knipolegus sclateri,Knipolegus orenocensis,Knipolegus orenocensis
AVIBASE-3BEB2207,Knipolegus signatus,Knipolegus signatus,Knipolegus signatus
AVIBASE-013E99A8,Knipolegus striaticeps,Knipolegus striaticeps,Knipolegus striaticeps
AVIBASE-722187E9,Kupeornis chapini,Turdoides chapini,Kupeornis chapini
AVIBASE-AD7B6E81,Kupeornis gilberti,Turdoides gilberti,Kupeornis gilberti
AVIBASE-27E0131C,Kupeornis rufocinctus,Turdoides rufocinctus,Kupeornis rufocinctus
AVIBASE-7700E7E6,Kurochkinegramma hypogrammica,Kurochkinegramma hypogrammicum,Hypogramma hypogrammicum
AVIBASE-8F8E7160,Lacedo melanops,Lacedo pulchella,Lacedo pulchella
AVIBASE-7082A89B,Lacedo pulchella,Lacedo pulchella,Lacedo pulchella
AVIBASE-9ECA2AFB,Lafresnaya lafresnayi,Lafresnaya lafresnayi,Lafresnaya lafresnayi
AVIBASE-868766DD,Lagonosticta larvata,Lagonosticta larvata,Lagonosticta larvata
AVIBASE-42CBC191,Lagonosticta nigricollis,Lagonosticta larvata,Lagonosticta larvata
AVIBASE-995975D1,Lagonosticta nitidula,Lagonosticta nitidula,Lagonosticta nitidula
AVIBASE-27012CC9,Lagonosticta rara,Lagonosticta rara,Lagonosticta rara
AVIBASE-871F32D9,Lagonosticta rhodopareia,Lagonosticta rhodopareia,Lagonosticta rhodopareia
AVIBASE-8153E1B0,Lagonosticta rubricata,Lagonosticta rubricata,Lagonosticta rubricata
AVIBASE-C1898D74,Lagonosticta rubricata,Lagonosticta landanae,Lagonosticta landanae
AVIBASE-43FE4788,Lagonosticta rufopicta,Lagonosticta rufopicta,Lagonosticta rufopicta
AVIBASE-25D648E7,Lagonosticta sanguinodorsalis,Lagonosticta sanguinodorsalis,Lagonosticta sanguinodorsalis
AVIBASE-B4A4E4BF,Lagonosticta senegala,Lagonosticta senegala,Lagonosticta senegala
AVIBASE-D2EDC42A,Lagonosticta umbrinodorsalis,Lagonosticta umbrinodorsalis,Lagonosticta umbrinodorsalis
AVIBASE-93287BF3,Lagonosticta vinacea,Lagonosticta larvata,Lagonosticta larvata
AVIBASE-8AC4DC43,Lagonosticta virata,Lagonosticta virata,Lagonosticta virata
AVIBASE-FC3D07C6,Lagopus lagopus,Lagopus lagopus,Lagopus lagopus
AVIBASE-C53F4940,Lagopus leucura,Lagopus leucura,Lagopus leucura
AVIBASE-79B161B7,Lagopus muta,Lagopus muta,Lagopus muta
AVIBASE-F385D521,Lalage atrovirens,Lalage atrovirens,Lalage atrovirens
AVIBASE-52BB32BC,Lalage aurea,Lalage aurea,Lalage aurea
AVIBASE-E6314DEC,Lalage conjuncta,Lalage conjuncta,Lalage leucomela
AVIBASE-E501EAB3,Lalage fimbriata,Lalage fimbriata,Coracina fimbriata
AVIBASE-A6062F43,Lalage leucomela,Lalage leucomela,Lalage leucomela
AVIBASE-1EA7BE48,Lalage leucoptera,Lalage atrovirens,Lalage atrovirens
AVIBASE-A9CF79A7,Lalage leucopyga,Lalage leucopyga,Lalage leucopyga
AVIBASE-0F9E0A44,Lalage leucopygialis,Lalage leucopygialis,Lalage leucopygialis
AVIBASE-2AA040CE,Lalage maculosa,Lalage maculosa,Lalage maculosa
AVIBASE-16BE141C,Lalage melanoleuca,Lalage melanoleuca,Lalage melanoleuca
AVIBASE-58BC7F5D,Lalage melanoptera,Lalage melanoptera,Coracina melanoptera
AVIBASE-FAE71B8F,Lalage melaschistos,Lalage melaschistos,Coracina melaschistos
AVIBASE-E1C5A581,Lalage minor,Lalage melanoleuca,Lalage melanoleuca
